query_name,query_scop_id,query_scop_lineage,query_scop_lineage_fixed,query_family,query_superfamily,query_fold,query_class
d5nbca_ a.4.5.0 (A:) automated matches {Francisella tularensis [TaxId: 263]},d5nbca_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2w57a_ a.4.5.0 (A:) automated matches {Vibrio cholerae [TaxId: 666]},d2w57a_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2xiga_ a.4.5.0 (A:) automated matches {Helicobacter pylori [TaxId: 85962]},d2xiga_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1s2xa1 a.47.3.1 (A:1-179) Cag-Z {Helicobacter pylori [TaxId: 210]},d1s2xa1,a.47.3.1,a.47.3.1,a.47.3.1,a.47.3,a.47,a
d2fvia_ a.128.1.1 (A:) Geranylgeranyl pyrophosphate synthetase {Human (Homo sapiens) [TaxId: 9606]},d2fvia_,a.128.1.1,a.128.1.1,a.128.1.1,a.128.1,a.128,a
d4co8a1 a.4.5.0 (A:338-434) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4co8a1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3umha_ a.47.4.1 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3umha_,a.47.4.1,a.47.4.1,a.47.4.1,a.47.4,a.47,a
d1v4ea_ a.128.1.1 (A:) Octoprenyl-diphosphate synthase {Thermotoga maritima [TaxId: 2336]},d1v4ea_,a.128.1.1,a.128.1.1,a.128.1.1,a.128.1,a.128,a
d6td4a1 a.4.5.0 (A:21-132) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6td4a1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2fupa1 a.47.5.1 (A:1-130) Hypothetical protein PA3352 {Pseudomonas aeruginosa [TaxId: 287]},d2fupa1,a.47.5.1,a.47.5.1,a.47.5.1,a.47.5,a.47,a
d7k5yu_ a.4.5.0 (U:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d7k5yu_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d4demf_ a.128.1.1 (F:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4demf_,a.128.1.1,a.128.1.1,a.128.1.1,a.128.1,a.128,a
"d1t98a2 a.47.6.1 (A:119-281) Chromosome partition protein MukF (KicB), C-terminal domain {Escherichia coli [TaxId: 562]}",d1t98a2,a.47.6.1,a.47.6.1,a.47.6.1,a.47.6,a.47,a
d3cuqa1 a.4.5.0 (A:34-175) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3cuqa1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3cuqa2 a.4.5.0 (A:176-252) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3cuqa2,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3buxb2 a.48.1.1 (B:48-177) N-terminal domain of cbl (N-cbl) {Human (Homo sapiens) [TaxId: 9606]},d3buxb2,a.48.1.1,a.48.1.1,a.48.1.1,a.48.1,a.48,a
d3vj8a_ a.128.1.2 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3vj8a_,a.128.1.2,a.128.1.2,a.128.1.2,a.128.1,a.128,a
d7k63u_ a.4.5.0 (U:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d7k63u_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3vrna1 a.48.1.0 (A:12-147) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3vrna1,a.48.1.0,a.48.1.0,a.48.1.0,a.48.1,a.48,a
d5ocna_ a.4.5.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5ocna_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3m00a2 a.128.1.3 (A:221-548) automated matches {Tobacco (Nicotiana tabacum) [TaxId: 4097]},d3m00a2,a.128.1.3,a.128.1.3,a.128.1.3,a.128.1,a.128,a
d5o5ta3 a.48.2.1 (A:594-750) Glutamate carboxypeptidase II {Human (Homo sapiens) [TaxId: 9606]},d5o5ta3,a.48.2.1,a.48.2.1,a.48.2.1,a.48.2,a.48,a
d2rqpa1 a.4.5.0 (A:153-237) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2rqpa1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d3kasa3 a.48.2.1 (A:609-756) Transferrin receptor ectodomain, C-terminal domain {Human (Homo sapiens) [TaxId: 9606]}",d3kasa3,a.48.2.1,a.48.2.1,a.48.2.1,a.48.2,a.48,a
d3k69a_ a.4.5.0 (A:) automated matches {Lactobacillus plantarum [TaxId: 1590]},d3k69a_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d6wkca_ a.128.1.4 (A:) Pentalenene synthase {Streptomyces sp., UC5319 [TaxId: 1931]}",d6wkca_,a.128.1.4,a.128.1.4,a.128.1.4,a.128.1,a.128,a
d5nx5a_ a.128.1.0 (A:) automated matches {Streptomyces clavuligerus [TaxId: 1901]},d5nx5a_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d1wjta1 a.48.3.1 (A:8-97) Transcription elongation factor S-II protein 3 {Mouse (Mus musculus) [TaxId: 10090]},d1wjta1,a.48.3.1,a.48.3.1,a.48.3.1,a.48.3,a.48,a
d6fuua_ a.4.5.0 (A:) automated matches {Lactococcus lactis [TaxId: 1359]},d6fuua_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1eo0a_ a.48.3.1 (A:) Transcription elongation factor TFIIS N-domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1eo0a_,a.48.3.1,a.48.3.1,a.48.3.1,a.48.3,a.48,a
d4kwda_ a.128.1.4 (A:) automated matches {Aspergillus terreus [TaxId: 33178]},d4kwda_,a.128.1.4,a.128.1.4,a.128.1.4,a.128.1,a.128,a
d5nl9a1 a.4.5.0 (A:1-145) automated matches {Leptospira interrogans [TaxId: 267671]},d5nl9a1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d6trja_ a.48.4.1 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6trja_,a.48.4.1,a.48.4.1,a.48.4.1,a.48.4,a.48,a
d4e70a1 a.4.5.0 (A:1-112) automated matches {Linum nodiflorum [TaxId: 407264]},d4e70a1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2okua1 a.48.5.1 (A:443-564) Uncharacterized protein PG0775 {Porphyromonas gingivalis [TaxId: 837]},d2okua1,a.48.5.1,a.48.5.1,a.48.5.1,a.48.5,a.48,a
d2ps5a_ a.128.1.5 (A:) Trichodiene synthase {Fusarium sporotrichioides [TaxId: 5514]},d2ps5a_,a.128.1.5,a.128.1.5,a.128.1.5,a.128.1,a.128,a
d4raya1 a.4.5.0 (A:1-134) automated matches {Magnetospirillum gryphiswaldense [TaxId: 1430440]},d4raya1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1f6va1 a.49.1.1 (A:2-91) C-terminal domain of B transposition protein {Bacteriophage Mu [TaxId: 10677]},d1f6va1,a.49.1.1,a.49.1.1,a.49.1.1,a.49.1,a.49,a
d2a73b3 a.50.1.1 (B:651-719) C3 ANA (anaphylatoxin) domain {Human (Homo sapiens) [TaxId: 9606]},d2a73b3,a.50.1.1,a.50.1.1,a.50.1.1,a.50.1,a.50,a
d3bpva_ a.4.5.0 (A:) automated matches {Methanobacterium thermoautotrophicum [TaxId: 145262]},d3bpva_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d4fjqa2 a.128.1.0 (A:219-546) automated matches {Artemisia annua [TaxId: 35608]},d4fjqa2,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d5c05a2 a.128.1.0 (A:269-596) automated matches {Thymus vulgaris [TaxId: 49992]},d5c05a2,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d4p3aa1 a.50.1.1 (A:679-746) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d4p3aa1,a.50.1.1,a.50.1.1,a.50.1.1,a.50.1,a.50,a
d3qu3a_ a.4.5.0 (A:) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d3qu3a_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d7cohh_ a.51.1.1 (H:) Cytochrome c oxidase subunit h {Cow (Bos taurus) [TaxId: 9913]},d7cohh_,a.51.1.1,a.51.1.1,a.51.1.1,a.51.1,a.51,a
d2md5a1 a.4.5.0 (A:329-426) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d2md5a1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1tuka_ a.52.1.1 (A:) Non-specific lipid-transfer protein homologue (ns-LTP2) {Wheat (Triticum aestivum) [TaxId: 4565]},d1tuka_,a.52.1.1,a.52.1.1,a.52.1.1,a.52.1,a.52,a
d3gw2a_ a.4.5.0 (A:) automated matches {Mycobacterium bovis [TaxId: 233413]},d3gw2a_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d1fk5a_ a.52.1.1 (A:) Plant non-specific lipid-transfer protein (ns-LTP, ns-LTP1) {Maize (Zea mays) [TaxId: 4577]}",d1fk5a_,a.52.1.1,a.52.1.1,a.52.1.1,a.52.1,a.52,a
d1hypa_ a.52.1.1 (A:) Soybean hydrophobic protein {Soybean (Glycine max) [TaxId: 3847]},d1hypa_,a.52.1.1,a.52.1.1,a.52.1.1,a.52.1,a.52,a
d2lkpa_ a.4.5.0 (A:) automated matches {Mycobacterium tuberculosis [TaxId: 1773]},d2lkpa_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1hssa_ a.52.1.2 (A:) 0.19 alpha-amylase inhibitor {Wheat (Triticum aestivum) [TaxId: 4565]},d1hssa_,a.52.1.2,a.52.1.2,a.52.1.2,a.52.1,a.52,a
d6jmia_ a.4.5.0 (A:) automated matches {Mycobacterium tuberculosis [TaxId: 83332]},d6jmia_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2q58a_ a.128.1.0 (A:) automated matches {Cryptosporidium parvum [TaxId: 353152]},d2q58a_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d1beaa_ a.52.1.2 (A:) Hageman factor/amylase inhibitor {Maize (Zea mays) [TaxId: 4577]},d1beaa_,a.52.1.2,a.52.1.2,a.52.1.2,a.52.1,a.52,a
d2jsca_ a.4.5.0 (A:) automated matches {Mycobacterium tuberculosis [TaxId: 83332]},d2jsca_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2p5va1 a.4.5.0 (A:3-65) automated matches {Neisseria meningitidis [TaxId: 122586]},d2p5va1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1psya_ a.52.1.3 (A:) 2S albumin RicC3 {Castor bean (Ricinus communis) [TaxId: 3988]},d1psya_,a.52.1.3,a.52.1.3,a.52.1.3,a.52.1,a.52,a
d6i6mb1 a.4.5.0 (B:34-145) automated matches {Papaver somniferum [TaxId: 3469]},d6i6mb1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1s6da_ a.52.1.3 (A:) Methionine-rich 2S protein (albumin 8) {Common sunflower (Helianthus annuus) [TaxId: 4232]},d1s6da_,a.52.1.3,a.52.1.3,a.52.1.3,a.52.1,a.52,a
d3ipia_ a.128.1.0 (A:) automated matches {Methanosarcina mazei [TaxId: 2209]},d3ipia_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d5eria1 a.4.5.0 (A:22-168) automated matches {Peptoclostridium difficile [TaxId: 1496]},d5eria1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"g1pnb.1 a.52.1.3 (A:,B:) Napin BNIb {Rape (Brassica napus) [TaxId: 3708]}",g1pnb.1,a.52.1.3,a.52.1.3,a.52.1.3,a.52.1,a.52,a
d5hobg_ a.53.1.0 (G:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5hobg_,a.53.1.0,a.53.1.0,a.53.1.0,a.53.1,a.53,a
d5dyma_ a.4.5.0 (A:) automated matches {Peptoclostridium difficile [TaxId: 645463]},d5dyma_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d4cz5a_ a.53.1.0 (A:) automated matches {Zebrafish (Danio rerio) [TaxId: 7955]},d4cz5a_,a.53.1.0,a.53.1.0,a.53.1.0,a.53.1,a.53,a
d3n0fa2 a.128.1.0 (A:266-595) automated matches {Populus tremula [TaxId: 80863]},d3n0fa2,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
"d2wb0x1 a.54.1.1 (X:177-265) Domain of early E2A DNA-binding protein, ADDBP {Human adenovirus type 5 [TaxId: 28285]}",d2wb0x1,a.54.1.1,a.54.1.1,a.54.1.1,a.54.1,a.54,a
"d4gcva_ a.4.5.0 (A:) automated matches {Pseudomonas aeruginosa, PA01 [TaxId: 208964]}",d4gcva_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d4p3va_ a.55.1.1 (A:) HU protein {Escherichia coli, beta-isoform [TaxId: 562]}",d4p3va_,a.55.1.1,a.55.1.1,a.55.1.1,a.55.1,a.55,a
d6o8la_ a.4.5.0 (A:) automated matches {Rhodobacter capsulatus [TaxId: 1061]},d6o8la_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3lsna1 a.128.1.0 (A:4-293) automated matches {Pseudomonas fluorescens [TaxId: 220664]},d3lsna1,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d1owfa_ a.55.1.1 (A:) Integration host factor alpha subunit (IHFA) {Escherichia coli [TaxId: 562]},d1owfa_,a.55.1.1,a.55.1.1,a.55.1.1,a.55.1,a.55,a
d3cjna_ a.4.5.0 (A:) automated matches {Silicibacter pomeroyi [TaxId: 246200]},d3cjna_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1owfb_ a.55.1.1 (B:) Integration host factor beta subunit (IHFB) {Escherichia coli [TaxId: 562]},d1owfb_,a.55.1.1,a.55.1.1,a.55.1.1,a.55.1,a.55,a
d6a1ia2 a.128.1.0 (A:237-564) automated matches {Santalum album [TaxId: 35974]},d6a1ia2,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d3e6ma_ a.4.5.0 (A:) automated matches {Silicibacter pomeroyi [TaxId: 89184]},d3e6ma_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d1exea_ a.55.1.1 (A:) Transcription factor 1, TF1 {Bacteriophage SPO1 [TaxId: 10685]}",d1exea_,a.55.1.1,a.55.1.1,a.55.1.1,a.55.1,a.55,a
d6h24a_ a.4.5.0 (A:) automated matches {Sphinx1.76-related dna [TaxId: 1515702]},d6h24a_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d6lmha_ a.55.1.0 (A:) automated matches {African swine fever virus [TaxId: 10497]},d6lmha_,a.55.1.0,a.55.1.0,a.55.1.0,a.55.1,a.55,a
d3omya_ a.55.1.0 (A:) automated matches {Escherichia coli [TaxId: 562]},d3omya_,a.55.1.0,a.55.1.0,a.55.1.0,a.55.1,a.55,a
d5ffxa_ a.4.5.0 (A:) automated matches {Staphylococcus aureus [TaxId: 1280]},d5ffxa_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2np2a_ a.55.1.0 (A:) automated matches {Lyme disease spirochete (Borrelia burgdorferi) [TaxId: 139]},d2np2a_,a.55.1.0,a.55.1.0,a.55.1.0,a.55.1,a.55,a
d6q4sa_ a.128.1.0 (A:) automated matches {Streptomyces chartreusis [TaxId: 1079985]},d6q4sa_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d4hqma_ a.4.5.0 (A:) automated matches {Staphylococcus aureus [TaxId: 1280]},d4hqma_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3c4ia_ a.55.1.0 (A:) automated matches {Mycobacterium tuberculosis [TaxId: 1773]},d3c4ia_,a.55.1.0,a.55.1.0,a.55.1.0,a.55.1,a.55,a
d4gxoa1 a.4.5.0 (A:7-141) automated matches {Staphylococcus aureus [TaxId: 426430]},d4gxoa1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d2ndpa_ a.55.1.0 (A:) automated matches {Mycoplasma gallisepticum [TaxId: 1006581]},d2ndpa_,a.55.1.0,a.55.1.0,a.55.1.0,a.55.1,a.55,a
d5i1ua_ a.128.1.0 (A:) automated matches {Streptomyces citricolor [TaxId: 212427]},d5i1ua_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d4hbla1 a.4.5.0 (A:1-145) automated matches {Staphylococcus epidermidis [TaxId: 176279]},d4hbla1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d1n62a1 a.56.1.1 (A:82-163) Carbon monoxide (CO) dehydrogenase iron-sulfur protein, C-domain {Oligotropha carboxidovorans, formerly Pseudomonas carboxydovorans [TaxId: 40137]}",d1n62a1,a.56.1.1,a.56.1.1,a.56.1.1,a.56.1,a.56,a
d3eubs2 a.56.1.1 (S:93-163) automated matches {Cow (Bos taurus) [TaxId: 9913]},d3eubs2,a.56.1.1,a.56.1.1,a.56.1.1,a.56.1,a.56,a
d3keoa1 a.4.5.0 (A:6-81) automated matches {Streptococcus agalactiae [TaxId: 216495]},d3keoa1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d3l7wa_ a.4.5.0 (A:) automated matches {Streptococcus mutans [TaxId: 210007]},d3l7wa_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1hlra6 a.56.1.0 (A:81-193) automated matches {Desulfovibrio gigas [TaxId: 879]},d1hlra6,a.56.1.0,a.56.1.0,a.56.1.0,a.56.1,a.56,a
d5y6qa2 a.56.1.0 (A:83-159) automated matches {Methylobacillus sp. [TaxId: 194289]},d5y6qa2,a.56.1.0,a.56.1.0,a.56.1.0,a.56.1,a.56,a
d5nx7a1 a.128.1.0 (A:4-315) automated matches {Streptomyces clavuligerus [TaxId: 443255]},d5nx7a1,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d4lmya_ a.4.5.0 (A:) automated matches {Streptococcus pyogenes [TaxId: 198466]},d4lmya_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1bg8a_ a.57.1.1 (A:) Protein HNS-dependent expression A; HdeA {Escherichia coli [TaxId: 562]},d1bg8a_,a.57.1.1,a.57.1.1,a.57.1.1,a.57.1,a.57,a
d4g9ya_ a.4.5.0 (A:) automated matches {Streptomyces coelicolor [TaxId: 100226]},d4g9ya_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d1af7a1 a.58.1.1 (A:11-91) Chemotaxis receptor methyltransferase CheR, N-terminal domain {Salmonella typhimurium [TaxId: 90371]}",d1af7a1,a.58.1.1,a.58.1.1,a.58.1.1,a.58.1,a.58,a
d6egka_ a.128.1.0 (A:) automated matches {Streptomyces clavuligerus [TaxId: 443255]},d6egka_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d2rmra_ a.59.1.1 (A:) Sin3A {Mouse (Mus musculus) [TaxId: 10090]},d2rmra_,a.59.1.1,a.59.1.1,a.59.1.1,a.59.1,a.59,a
d3eyya_ a.4.5.0 (A:) automated matches {Streptomyces coelicolor [TaxId: 1902]},d3eyya_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d6xawa_ a.59.1.1 (A:) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 559292]},d6xawa_,a.59.1.1,a.59.1.1,a.59.1.1,a.59.1,a.59,a
d7kjga_ a.128.1.0 (A:) automated matches {Streptomyces coelicolor [TaxId: 100226]},d7kjga_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d3mwma_ a.4.5.0 (A:) automated matches {Streptomyces coelicolor [TaxId: 1902]},d3mwma_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1ji7a_ a.60.1.1 (A:) Etv6 transcription factor pointed domain (Tel SAM) {Human (Homo sapiens) [TaxId: 9606]},d1ji7a_,a.60.1.1,a.60.1.1,a.60.1.1,a.60.1,a.60,a
d4hw0a_ a.4.5.0 (A:) automated matches {Sulfolobus solfataricus [TaxId: 273057]},d4hw0a_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1sxda1 a.60.1.1 (A:168-254) GABP-alpha subunit {Mouse (Mus musculus) [TaxId: 10090]},d1sxda1,a.60.1.1,a.60.1.1,a.60.1.1,a.60.1,a.60,a
d2pn6a1 a.4.5.0 (A:1-60) automated matches {Sulfolobus tokodaii [TaxId: 273063]},d2pn6a1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d5dz2a_ a.128.1.0 (A:) automated matches {Streptomyces coelicolor [TaxId: 100226]},d5dz2a_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
"d1sv0c1 a.60.1.1 (C:94-173) Modulator of the activity of Ets (MAE, CG15085-PA) {Fruit fly (Drosophila melanogaster) [TaxId: 7227]}",d1sv0c1,a.60.1.1,a.60.1.1,a.60.1.1,a.60.1,a.60,a
d5icea1 a.4.5.0 (A:3-104) automated matches {Thalictrum flavum [TaxId: 150095]},d5icea1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1sxea1 a.60.1.1 (A:108-201) Transcriptional regulator ERG {Human (Homo sapiens) [TaxId: 9606]},d1sxea1,a.60.1.1,a.60.1.1,a.60.1.1,a.60.1,a.60,a
d7bzba2 a.128.1.0 (A:226-554) automated matches {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d7bzba2,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d1x40a1 a.60.1.2 (A:8-85) Centaurin-delta 1 (Arap2) {Human (Homo sapiens) [TaxId: 9606]},d1x40a1,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d3elka_ a.4.5.0 (A:) automated matches {Thermoplasma acidophilum [TaxId: 2303]},d3elka_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1b0xa_ a.60.1.2 (A:) EphA4 receptor tyrosine kinases {Mouse (Mus musculus) [TaxId: 10090]},d1b0xa_,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d3df8a1 a.4.5.0 (A:1-106) automated matches {Thermoplasma volcanium [TaxId: 50339]},d3df8a1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d4wk5a1 a.128.1.0 (A:1-268) automated matches {Thermotoga neapolitana [TaxId: 309803]},d4wk5a1,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d1pk3a1 a.60.1.2 (A:6-79) Polycomb protein Scm {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d1pk3a1,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d3k2za1 a.4.5.0 (A:3-71) automated matches {Thermotoga maritima [TaxId: 2336]},d3k2za1,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1kw4a_ a.60.1.2 (A:) Polyhomeotic {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d1kw4a_,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d4k2ea_ a.4.5.0 (A:) automated matches {Vibrio cholerae [TaxId: 243277]},d4k2ea_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
d1oxja1 a.60.1.2 (A:594-655) RNA-binding protein Smaug {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d1oxja1,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d1v38a1 a.60.1.2 (A:8-72) Sam-domain protein samsn-1 {Mouse (Mus musculus) [TaxId: 10090]},d1v38a1,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d1ow5a_ a.60.1.2 (A:) Serine/threonine-protein kinase ste11 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1ow5a_,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d6sdpa_ a.128.1.0 (A:) automated matches {Trypanosoma cruzi [TaxId: 5693]},d6sdpa_,a.128.1.0,a.128.1.0,a.128.1.0,a.128.1,a.128,a
d2f3na1 a.60.1.2 (A:2-65) Sh3 and multiple ankyrin repeat domains 3 (Shank3) {Norway rat (Rattus norvegicus) [TaxId: 10116]},d2f3na1,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
"d2d8ca1 a.60.1.2 (A:8-91) Sphingomyelin synthase 1, SMS1 {Mouse (Mus musculus) [TaxId: 10090]}",d2d8ca1,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d2fa5a_ a.4.5.0 (A:) automated matches {Xanthomonas campestris [TaxId: 339]},d2fa5a_,a.4.5.0,a.4.5.0,a.4.5.0,a.4.5,a.4,a
"d1kp8a1 a.129.1.1 (A:2-136,A:410-526) GroEL, E domain {Escherichia coli [TaxId: 562]}",d1kp8a1,a.129.1.1,a.129.1.1,a.129.1.1,a.129.1,a.129,a
"d1z1va_ a.60.1.2 (A:) Ste50p, N-terminal domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}",d1z1va_,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d1opca_ a.4.6.1 (A:) OmpR {Escherichia coli [TaxId: 562]},d1opca_,a.4.6.1,a.4.6.1,a.4.6.1,a.4.6,a.4,a
d2y9ua_ a.60.1.2 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2y9ua_,a.60.1.2,a.60.1.2,a.60.1.2,a.60.1,a.60,a
d1gxqa_ a.4.6.1 (A:) PhoB {Escherichia coli [TaxId: 562]},d1gxqa_,a.4.6.1,a.4.6.1,a.4.6.1,a.4.6,a.4,a
"d2h80a1 a.60.1.3 (A:17-81) Deleted in Liver Cancer 2, DLC2 {Human (Homo sapiens) [TaxId: 9606]}",d2h80a1,a.60.1.3,a.60.1.3,a.60.1.3,a.60.1,a.60,a
"d1q3qa1 a.129.1.2 (A:9-145,A:406-526) Thermosome, E domain {Thermococcus sp. ks-1, alpha chain [TaxId: 79679]}",d1q3qa1,a.129.1.2,a.129.1.2,a.129.1.2,a.129.1,a.129,a
d5j8yc1 a.60.1.0 (C:1137-1204) automated matches {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d5j8yc1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d1kgsa1 a.4.6.1 (A:124-225) PhoB {Thermotoga maritima [TaxId: 2336]},d1kgsa1,a.4.6.1,a.4.6.1,a.4.6.1,a.4.6,a.4,a
d1ecma_ a.130.1.1 (A:) Chorismate mutase domain of P-protein {Escherichia coli [TaxId: 562]},d1ecma_,a.130.1.1,a.130.1.1,a.130.1.1,a.130.1,a.130,a
d6luja1 a.60.1.0 (A:459-523) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6luja1,a.60.1.0,a.60.1.0,a.60.1.0,a.60.1,a.60,a
d2ff4a1 a.4.6.1 (A:10-104) Probable regulatory protein EmbR {Mycobacterium tuberculosis [TaxId: 1773]},d2ff4a1,a.4.6.1,a.4.6.1,a.4.6.1,a.4.6,a.4,a
